Recorded data from MZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018.09.19_13:01:28;30,5;-25,02;-24,98;-24,98;-25,02;-24,96;-24,98;-24,99;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,98;-25,01;0;-25,02;-24,99;-24,99;0
2018.09.19_13:01:29;30,5;-24,99;-24,98;-25,02;-25;-25;-24,99;-25;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,97;-24,99;0;-25,01;-24,98;-24,99;0
2018.09.19_13:01:30;30,5;-24,98;-25,02;-24,98;-24,98;-24,99;-25;-25;0;0;0;0;0;0;0;0;0;0;-24,97;0;0;0;0;0;0;0;-24,98;-24,98;0;-24,98;-24,98;-24,99;0
2018.09.19_13:01:31;30,5;-25;-25,04;-25;-25,02;-25;-24,98;-24,99;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-24,99;-24,99;0;-25,02;-24,98;-25,02;0
2018.09.19_13:01:32;30,5;-24,99;-25,04;-25;-24,99;-25;-24,98;-24,99;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,98;-25,01;0;-25,02;-25;-25;0
2018.09.19_13:01:33;30,5;-24,99;-25,02;-24,99;-24,99;-25,02;-25;-25,02;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,98;-24,99;0;-25,02;-24,99;-24,98;0
2018.09.19_13:01:34;30,5;-24,99;-24,99;-24,98;-25,02;-25;-24,99;-25,02;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,98;-24,99;0;-24,99;-25;-24,99;0
2018.09.19_13:01:35;30,5;-25;-24,99;-24,99;-25,02;-24,96;-25;-25;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,97;-24,97;0;-25,04;-25;-24,99;0
2018.09.19_13:01:36;30,5;-25;-25,02;-25,02;-25;-24,98;-24,98;-24,98;0;0;0;0;0;0;0;0;0;0;-25,01;0;0;0;0;0;0;0;-24,99;-24,98;0;-25,02;-24,99;-25,02;0
2018.09.19_13:01:37;30,5;-25;-25,01;-25;-24,99;-24,99;-24,98;-25,02;0;0;0;0;0;0;0;0;0;0;-24,97;0;0;0;0;0;0;0;-24,98;-24,99;0;-25,01;-24,99;-24,99;0
2018.09.19_13:01:38;30,5;-25,02;-25,02;-24,99;-25,02;-24,99;-24,99;-25,03;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,98;-24,99;0;-25,01;-25,03;-24,99;0
2018.09.19_13:01:39;30,5;-24,96;-24,99;-25,02;-25,03;-25,02;-25;-24,96;0;0;0;0;0;0;0;0;0;0;-25,01;0;0;0;0;0;0;0;-24,99;-24,99;0;-24,98;-25,03;-25,02;0
2018.09.19_13:01:40;30,5;-24,98;-24,99;-25;-25,02;-25,02;-24,98;-24,96;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-24,99;-24,97;0;-25,02;-24,99;-24,98;0
2018.09.19_13:01:41;30,5;-25;-25,01;-24,96;-24,99;-24,99;-25;-24,99;0;0;0;0;0;0;0;0;0;0;-24,97;0;0;0;0;0;0;0;-24,98;-24,98;0;-25,04;-25;-24,99;0
2018.09.19_13:01:42;30,5;-25;-24,99;-24,96;-24,99;-24,99;-24,99;-25,02;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-24,99;-24,98;0;-24,99;-25;-24,98;0
2018.09.19_13:01:43;30,5;-24,99;-24,99;-24,99;-24,99;-24,99;-24,99;-24,99;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-24,97;-24,99;0;-25,01;-24,99;-25,02;0
2018.09.19_13:01:44;30,5;-25;-25,02;-25;-24,99;-24,98;-24,99;-24,98;0;0;0;0;0;0;0;0;0;0;-24,97;0;0;0;0;0;0;0;-24,98;-24,99;0;-25,02;-24,99;-25;0
2018.09.19_13:01:45;30,5;-24,98;-25,01;-25;-25,02;-25;-24,99;-25,02;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,99;-24,99;0;-25,04;-25;-24,99;0
2018.09.19_13:01:46;30,5;-24,98;-24,99;-25;-24,99;-25,02;-24,99;-25,02;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-25,01;-24,99;0;-24,99;-25,02;-25,02;0
2018.09.19_13:01:47;30,5;-25;-25,02;-25,03;-25;-25;-24,99;-25;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-24,97;-24,98;0;-25,01;-25;-25;0
2018.09.19_13:01:48;30,5;-24,98;-25,01;-25;-25;-25;-24,99;-25,02;0;0;0;0;0;0;0;0;0;0;-24,97;0;0;0;0;0;0;0;-24,98;-24,98;0;-24,98;-24,99;-24,99;0
2018.09.19_13:01:49;30,5;-25;-25,01;-24,99;-24,96;-24,96;-24,99;-24,99;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-24,97;-24,98;0;-25,02;-25;-25;0
2018.09.19_13:01:50;30,5;-25;-25,01;-25,02;-24,99;-24,99;-24,99;-24,98;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-25,02;-25,02;0;-25,04;-24,99;-25;0
2018.09.19_13:01:51;30,5;-24,99;-25,01;-25;-25;-25;-24,98;-25;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-24,98;-25,02;0;-24,99;-25,02;-24,99;0
2018.09.19_13:58:52;30,5;-24,99;-24,99;-25;-25,02;-25,02;-24,95;-25;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,99;-24,98;0;-24,99;-25;-25;0
2018.09.19_13:58:53;30,5;-25,02;-24,99;-25;-25,03;-24,98;-24,99;-24,99;0;0;0;0;0;0;0;0;0;0;-25,01;0;0;0;0;0;0;0;-25,01;-24,98;0;-25,02;-24,99;-25,02;0
2018.09.19_13:58:54;30,5;-24,99;-25,01;-25;-24,98;-24,98;-25;-25;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,98;-24,98;0;-24,99;-25;-25;0
2018.09.19_13:58:55;30,5;-25;-24,99;-24,98;-25,02;-24,98;-24,98;-25,02;0;0;0;0;0;0;0;0;0;0;-25,01;0;0;0;0;0;0;0;-24,98;-24,99;0;-25,01;-25,02;-25;0
2018.09.19_13:58:55;30,5;-25,03;-24,99;-25;-25,03;-24,99;-24,99;-24,99;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,98;-25,01;0;-24,99;-25;-24,99;0
2018.09.19_13:58:56;30,5;-25;-24,99;-24,99;-24,98;-24,99;-24,98;-24,99;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,97;-25,02;0;-25,01;-25;-24,99;0
2018.09.19_13:58:57;30,5;-25,02;-24,99;-24,99;-25,02;-24,99;-24,98;-25;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-24,98;-24,98;0;-25,02;-24,99;-24,99;0
2018.09.19_13:58:58;30,5;-25,03;-25,02;-25,02;-24,99;-25,02;-24,98;-25;0;0;0;0;0;0;0;0;0;0;-24,97;0;0;0;0;0;0;0;-25,02;-24,99;0;-25,02;-24,96;-25,03;0
2018.09.19_13:58:59;30,5;-25,02;-24,99;-25,02;-25,03;-24,98;-24,99;-24,99;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-25,01;-24,99;0;-24,99;-24,99;-25;0
2018.09.19_13:59:00;30,5;-25;-25,02;-24,98;-25;-25;-24,98;-24,99;0;0;0;0;0;0;0;0;0;0;-24,97;0;0;0;0;0;0;0;-25,01;-25,01;0;-24,99;-25;-25;0
2018.09.19_13:59:01;30,5;-24,99;-25,01;-25,02;-25;-25,03;-25;-25;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-24,98;-24,98;0;-24,99;-25;-25;0
2018.09.19_13:59:02;30,5;-25,02;-24,97;-25,03;-25;-25;-25,02;-24,99;0;0;0;0;0;0;0;0;0;0;-24,97;0;0;0;0;0;0;0;-24,98;-24,98;0;-25,01;-24,99;-25,02;0
2018.09.19_13:59:03;30,5;-25;-25,02;-24,99;-25;-24,99;-24,99;-24,96;0;0;0;0;0;0;0;0;0;0;-25,01;0;0;0;0;0;0;0;-24,98;-25,01;0;-25,02;-25,02;-24,99;0
2018.09.19_13:59:04;30,5;-25;-24,99;-24,98;-24,99;-25,02;-24,96;-25;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-24,97;-25,02;0;-24,98;-25;-25,02;0
2018.09.19_13:59:05;30,5;-25;-25,01;-25;-24,99;-24,99;-25,02;-25,04;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-25,01;-24,98;0;-25,01;-25;-25,02;0
2018.09.19_13:59:06;30,5;-25;-24,99;-25;-25;-25,02;-24,99;-25;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-24,97;-24,99;0;-25,02;-24,99;-24,98;0
2018.09.19_13:59:07;30,5;-24,99;-24,99;-24,99;-25;-24,99;-24,98;-24,98;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,99;-24,97;0;-24,99;-25,02;-24,99;0
2018.09.19_13:59:08;30,5;-24,99;-24,99;-25,02;-24,99;-25;-25;-25;0;0;0;0;0;0;0;0;0;0;-24,97;0;0;0;0;0;0;0;-24,98;-25,01;0;-25,02;-24,99;-25;0
2018.09.19_13:59:09;30,5;-25;-25,01;-25,02;-25,02;-24,99;-25,02;-25;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-24,98;-24,99;0;-24,99;-24,99;-24,98;0
2018.09.19_13:59:10;30,5;-25;-25,02;-25;-24,98;-25,02;-25;-25;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-24,98;-25,02;0;-24,99;-24,98;-25,02;0
2018.09.19_13:59:11;30,5;-24,99;-25,01;-24,98;-24,99;-25;-24,99;-25,02;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-24,98;-24,98;0;-25,01;-24,99;-25,03;0
2018.09.19_13:59:12;30,5;-25;-24,97;-25,02;-25,02;-25,02;-25,02;-24,99;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-24,98;-24,99;0;-24,99;-24,99;-24,99;0
2018.09.19_13:59:13;30,5;-24,99;-25,01;-24,99;-24,99;-24,98;-24,99;-25;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-24,97;-24,98;0;-25,02;-25,03;-25;0
2018.09.19_13:59:14;30,5;-25,03;-24,99;-25,02;-25;-24,99;-24,99;-24,98;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,98;-24,99;0;-25,01;-25,03;-25;0
2018.09.19_13:59:15;30,5;-24,99;-24,99;-25;-25,02;-25,02;-24,99;-24,99;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-24,98;-25,01;0;-25,01;-25,02;-25;0
2018.09.19_13:59:16;30,5;-25;-25,04;-25,03;-25,02;-25,02;-24,99;-25,02;0;0;0;0;0;0;0;0;0;0;-25,01;0;0;0;0;0;0;0;-24,98;-24,99;0;-25,04;-25,02;-24,98;0
2018.09.19_13:59:17;30,5;-24,99;-24,98;-25;-25;-24,98;-24,99;-24,99;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-24,97;-24,98;0;-25,01;-25;-25;0
2018.09.19_13:59:18;30,5;-24,99;-25,02;-25;-24,98;-24,99;-24,98;-24,98;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-25,02;-24,99;0;-25,01;-24,98;-24,99;0
2018.09.19_13:59:19;30,5;-25,02;-24,99;-25;-24,99;-25,02;-24,98;-24,98;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-24,99;-24,99;0;-25,02;-25;-25,03;0
2018.09.19_13:59:20;30,5;-25;-24,99;-25,03;-24,99;-24,98;-24,98;-24,99;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,98;-24,99;0;-25,01;-25,02;-25,02;0
2018.09.19_13:59:21;30,5;-24,96;-25,01;-25;-25,03;-24,99;-24,99;-24,99;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-24,98;-24,98;0;-24,99;-24,99;-24,98;0
2018.09.19_13:59:22;30,5;-25;-24,98;-24,99;-25;-25;-24,98;-25;0;0;0;0;0;0;0;0;0;0;-25,02;0;0;0;0;0;0;0;-24,99;-24,99;0;-25,01;-24,99;-24,99;0
2018.09.19_13:59:23;30,5;-24,99;-25,01;-25;-25;-25;-25;-25;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-25,01;-24,99;0;-25,04;-24,99;-25,03;0
2018.09.19_13:59:24;30,5;-24,99;-24,99;-24,96;-25,04;-24,98;-24,99;-24,99;0;0;0;0;0;0;0;0;0;0;-24,97;0;0;0;0;0;0;0;-24,97;-24,98;0;-24,99;-25,02;-25;0
2018.09.19_13:59:25;30,5;-25;-24,98;-24,99;-25,03;-25;-24,99;-24,99;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-25,02;-25,01;0;-25,04;-25;-24,98;0
2018.09.19_13:59:26;30,5;-25,02;-25,01;-25;-24,99;-24,98;-25;-24,98;0;0;0;0;0;0;0;0;0;0;-24,97;0;0;0;0;0;0;0;-24,99;-24,99;0;-24,99;-25;-25;0
2018.09.19_13:59:27;30,5;-25,02;-25,02;-25;-25;-25;-24,98;-24,99;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-24,98;-25,01;0;-24,99;-25,02;-25,02;0
2018.09.19_13:59:28;30,5;-24,96;-25,01;-25,02;-25;-25;-24,99;-25;0;0;0;0;0;0;0;0;0;0;-25,01;0;0;0;0;0;0;0;-24,99;-24,99;0;-24,99;-25;-24,99;0
2018.09.19_13:59:29;30,5;-24,99;-25,02;-25,03;-24,96;-24,99;-24,99;-24,99;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-25,01;-25,01;0;-25,01;-25;-25;0
2018.09.19_13:59:30;30,5;-25,02;-24,99;-24,99;-25,02;-24,99;-24,98;-24,98;0;0;0;0;0;0;0;0;0;0;-25,01;0;0;0;0;0;0;0;-24,98;-25,01;0;-25,02;-24,98;-25;0
2018.09.19_13:59:31;30,5;-25,02;-25,01;-25,03;-24,99;-25,02;-24,99;-24,96;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,99;-24,98;0;-25,01;-24,99;-24,98;0
2018.09.19_13:59:32;30,5;-24,99;-24,99;-24,99;-24,98;-25;-24,99;-24,99;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,98;-24,97;0;-25,04;-24,99;-25;0
2018.09.19_13:59:33;30,5;-25;-24,99;-24,99;-24,99;-24,96;-24,99;-24,98;0;0;0;0;0;0;0;0;0;0;-25,01;0;0;0;0;0;0;0;-24,99;-24,99;0;-25,01;-25,02;-24,98;1
2018.09.19_13:59:34;30,5;-25,02;-25,02;-25;-25,02;-24,99;-24,99;-24,99;0;0;0;0;0;0;0;0;0;0;-25,01;0;0;0;0;0;0;0;-24,98;-25,01;0;-24,99;-24,99;-25,02;1
2018.09.19_13:59:35;30,5;-25,02;-25,01;-24,98;-24,99;-25;-25;-24,98;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,98;-24,99;0;-24,99;-24,98;-24,98;1
2018.09.19_13:59:36;30,5;-25,02;-24,98;-25;-25;-25,02;-24,98;-24,99;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-25,01;-25,01;0;-25,01;-25;-24,99;1
2018.09.19_13:59:37;30,5;-25,02;-25,01;-25,02;-25,02;-24,99;-24,99;-24,99;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-24,98;-24,98;0;-25,02;-25,02;-24,99;1
2018.09.19_13:59:38;30,5;-25,02;-24,96;-24,98;-24,98;-25;-24,98;-25,03;0;0;0;0;0;0;0;0;0;0;-25,01;0;0;0;0;0;0;0;-24,99;-24,98;0;-24,99;-24,99;-25;1
2018.09.19_13:59:39;30,5;-24,98;-24,99;-24,96;-24,99;-25,02;-24,99;-25;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-24,98;-24,98;0;-24,98;-24,98;-24,99;1
2018.09.19_13:59:40;30,5;-25;-24,99;-24,99;-25,03;-25;-24,98;-24,98;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,98;-24,99;0;-25,04;-24,99;-25;1
2018.09.19_13:59:41;30,5;-24,99;-24,98;-24,98;-24,98;-24,99;-24,98;-25;0;0;0;0;0;0;0;0;0;0;-25,01;0;0;0;0;0;0;0;-24,98;-25,01;0;-25,01;-24,99;-24,98;1
2018.09.19_13:59:42;30,5;-24,96;-24,99;-24,99;-25,02;-25;-24,99;-24,99;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,96;-25,01;0;-25,02;-25;-24,98;1
2018.09.19_13:59:43;30,5;-25;-25,01;-25,03;-25,02;-25,02;-24,96;-24,99;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,99;-25,02;0;-25,02;-25;-25;1
2018.09.19_13:59:44;30,5;-24,98;-25,01;-24,99;-24,99;-24,99;-24,99;-25;0;0;0;0;0;0;0;0;0;0;-25,01;0;0;0;0;0;0;0;-25,01;-25,01;0;-25,01;-24,99;-24,99;1
2018.09.19_13:59:45;30,5;-25,03;-25,01;-25;-24,99;-24,99;-24,99;-24,99;0;0;0;0;0;0;0;0;0;0;-25,01;0;0;0;0;0;0;0;-25,02;-25,01;0;-25,02;-25;-24,99;1
2018.09.19_13:59:46;30,5;-24,98;-24,99;-24,98;-25,02;-24,99;-24,99;-25;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,99;-25,02;0;-25,02;-24,98;-25;1
2018.09.19_13:59:47;30,5;-24,98;-25,02;-24,98;-25,02;-24,98;-25,02;-25,02;0;0;0;0;0;0;0;0;0;0;-24,97;0;0;0;0;0;0;0;-25,01;-24,99;0;-25,01;-25,02;-25;1
2018.09.19_13:59:48;30,5;-25;-24,99;-25,02;-24,99;-25;-24,98;-24,99;0;0;0;0;0;0;0;0;0;0;-24,99;0;0;0;0;0;0;0;-24,99;-24,99;0;-25,02;-24,99;-25,03;1
2018.09.19_13:59:49;30,5;-25;-25,01;-25,02;-24,98;-24,98;-24,99;-24,99;0;0;0;0;0;0;0;0;0;0;-25,01;0;0;0;0;0;0;0;-24,98;-24,98;0;-25,01;-25;-24,99;1
2018.09.19_13:59:50;30,5;-25;-25,01;-25;-25;-25;-25;-25,02;0;0;0;0;0;0;0;0;0;0;-25,01;0;0;0;0;0;0;0;-24,99;-24,97;0;-25,02;-25;-24,98;1
2018.09.19_13:59:51;30,5;-24,99;-24,98;-25,02;-25,02;-25;-24,99;-24,98;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,97;-24,99;0;-25,02;-25;-25;1
2018.09.19_13:59:52;30,5;-25,02;-24,99;-24,99;-24,99;-24,99;-24,98;-25;0;0;0;0;0;0;0;0;0;0;-25,01;0;0;0;0;0;0;0;-25,01;-24,98;0;-25,01;-25;-25,02;1
2018.09.19_13:59:53;30,5;-24,98;-24,97;-25;-24,99;-25,02;-24,98;-25,02;0;0;0;0;0;0;0;0;0;0;-24,96;0;0;0;0;0;0;0;-24,99;-24,99;0;-25,02;-25,03;-24,98;1
2018.09.19_13:59:54;30,5;-25;-25,01;-25,02;-24,96;-25,02;-25;-24,99;0;0;0;0;0;0;0;0;0;0;-24,96;0;0;0;0;0;0;0;-24,98;-24,99;0;-25,01;-24,99;-25;1
2018.09.19_13:59:55;30,5;-24,99;-25,02;-25;-25;-25;-24,98;-24,96;0;0;0;0;0;0;0;0;0;0;-24,97;0;0;0;0;0;0;0;-24,98;-24,99;0;-25,02;-25;-24,98;1
2018.09.19_13:59:56;30,5;-25,03;-25,01;-24,98;-24,98;-24,99;-24,99;-24,96;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,99;-25,01;0;-25,01;-25,02;-25;1
2018.09.19_13:59:57;30,5;-24,96;-25,01;-24,99;-24,99;-25;-24,98;-25,02;0;0;0;0;0;0;0;0;0;0;-24,98;0;0;0;0;0;0;0;-24,98;-24,98;0;-24,99;-24,99;-25,02;1
2018.09.19_13:59:58;30,5;-25,02;-25,01;-24,98;-24,99;-25,02;-25;-24,98;0;0;0;0;0;0;0;0;0;0;-24,97;0;0;0;0;0;0;0;-25,01;-25,01;0;-24,99;-24,99;-24,99;1
